# Fix print output for fix thermo
0 0.999999999999999
200 0.657907272140161
400 1.17882735677417
600 2.07776833720867
800 4.09263129298136
1000 7.8625142308414
1200 13.1096263268627
1400 29.3936884050115
1600 61.1693209018952
1800 122.196336982158
2000 196.375930903028
2200 226.975983717447
2400 259.974200445658
2600 247.279257383656
2800 289.891152534157
3000 299.982967390743
3200 275.763494822367
3400 314.448527666764
3600 354.638987616761
3800 319.72774321141
4000 350.733707668844
4200 381.094502150048
4400 382.427874657271
4600 359.077324169331
4800 406.43963508284
5000 408.965267787078
5200 416.190139995629
5400 465.908136301726
5600 456.843380076605
5800 469.114147741841
6000 503.811431012996
6200 532.072129769561
6400 505.826222715941
6600 507.01806301974
6800 556.260357464469
7000 546.700346394636
7200 557.977702188776
7400 582.531752510825
7600 591.603455573937
7800 593.992276854152
8000 630.188893049088
8200 627.91135551105
8400 626.28654119209
8600 660.390688172096
8800 680.819976747985
9000 669.575127054248
9200 693.602725152302
9400 706.574642175414
9600 717.273725682855
9800 707.129557824389
10000 738.703068579778
10200 754.77880145986
10400 757.152062832639
10600 766.156183036137
10800 813.97639948387
11000 806.265785326949
11200 791.17435599877
11400 832.635392678305
11600 856.675711103621
11800 850.608388682199
12000 871.44165036216
12200 867.674373584269
12400 848.47828382235
12600 905.453012891331
12800 933.954804359053
13000 926.784182039085
13200 952.685007649874
13400 951.296756141789
13600 984.921598799849
13800 960.248595575884
14000 998.826842754835
14200 968.237221467099
14400 1024.83816536132
14600 1025.47876150795
14800 1030.56873103909
15000 1037.33376439346
15200 1047.08248376525
15400 1062.80583044877
15600 1110.18035850454
15800 1097.93447776639
16000 1100.4085183816
16200 1184.16245760568
16400 1146.06403642152
16600 1139.22435668624
16800 1128.57022679884
17000 1189.59170462163
17200 1233.89582431761
17400 1195.69925189761
17600 1239.9556666358
17800 1284.89057073148
18000 1173.97297834045
18200 1242.95835520248
18400 1273.04747316777
18600 1277.3999510266
18800 1280.70209259144
19000 1338.85143666424
19200 1287.20867902128
19400 1301.483661163
19600 1354.72469093654
19800 1362.0910056821
20000 1406.76891018198
20200 1383.46417106185
20400 1352.60083783645
20600 1422.15608429475
20800 1472.80653912867
21000 1419.19408594908
21200 1423.73925883215
21400 1422.44240109002
21600 1464.00183765924
21800 1492.76929779775
22000 1498.93178865755
22200 1515.36958969108
22400 1478.84699449625
22600 1539.44689802047
22800 1608.09024001247
23000 1563.95321071722
23200 1563.5946852429
23400 1570.6229311489
23600 1507.04736312506
23800 1554.57373153479
24000 1592.25407890579
24200 1683.05408118576
24400 1663.77646464607
24600 1592.66983771039
24800 1676.8993802153
25000 1718.21848933486
25200 1639.08230141043
25400 1659.62452673554
25600 1683.08522778663
25800 1816.86671521818
26000 1739.9792962134
26200 1684.47353446832
26400 1795.38372400518
26600 1781.71516150988
26800 1834.44335956714
27000 1819.5254074623
27200 1813.02362312831
27400 1870.96192996349
27600 1947.35928527468
27800 1818.49173758233
28000 1868.75458566277
28200 1950.50184604087
28400 1860.65709538923
28600 1859.65117793056
28800 1994.53659387134
29000 1910.64932308811
29200 2003.08333366082
29400 1989.71796649596
29600 2075.16952707509
29800 1952.88679565131
30000 2021.6972828135
30000 2021.6972828135
30200 1972.84650874957
30400 1999.24410063957
30600 1934.4411465171
30800 1968.06374041653
31000 1944.09469969974
31200 1939.02279325084
31400 2027.23348206072
31600 1879.54466157408
31800 2006.18994756446
32000 1928.55023268879
32200 1923.5099589587
32400 1934.83381896185
32600 1969.67569916787
32800 1853.20649235752
33000 1936.07557942175
33200 1976.22093508319
33400 1876.22036906748
33600 1847.34551928042
33800 1862.61201365018
34000 1885.59062372793
34200 1842.12951488043
34400 1959.73351961403
34600 1831.63343447861
34800 1868.78502206539
35000 1771.64645290092
35200 1845.18558534572
35400 1852.31977182347
35600 1770.53040174891
35800 1788.93034468165
36000 1804.31920235109
36200 1791.45303253158
36400 1760.63387722993
36600 1902.65937298647
36800 1792.34525328091
37000 1825.4569392577
37200 1666.00679386195
37400 1791.95582909206
37600 1741.37666092732
37800 1776.20180146452
38000 1720.75360123031
38200 1681.35696555982
38400 1743.35059780066
38600 1692.46159177785
38800 1793.88500806048
39000 1685.1155652414
39200 1636.17985371787
39400 1743.42696651418
39600 1757.79471688659
39800 1718.7124123015
40000 1703.80240976603
40200 1717.86749288735
40400 1682.79778370768
40600 1690.05925774989
40800 1646.05879617797
41000 1747.0020054198
41200 1661.0377689612
41400 1625.36889911118
41600 1667.11793878228
41800 1599.49267614823
42000 1656.08787915576
42200 1569.71118897915
42400 1694.50877133707
42600 1579.17261685942
42800 1553.19806186581
43000 1589.53477077931
43200 1595.23361347894
43400 1542.70070460316
43600 1618.13091128403
43800 1549.94470898773
44000 1501.11132339275
44200 1588.32234373145
44400 1573.16192392248
44600 1538.82457800688
44800 1527.00624938382
45000 1462.7018090369
45200 1591.09706478855
45400 1500.32488752701
45600 1474.80849580614
45800 1492.61351244786
46000 1561.83291644126
46200 1480.46453559666
46400 1460.60337343693
46600 1400.57680840715
46800 1464.46337537448
47000 1373.50287381747
47200 1420.24666085158
47400 1490.45678394359
47600 1436.64224029333
47800 1439.16026295281
48000 1423.10862394409
48200 1473.38714164649
48400 1418.85749397678
48600 1449.29137570807
48800 1352.16386171396
49000 1426.44174852835
49200 1385.25712054206
49400 1327.10617715795
49600 1377.28559786979
49800 1402.45851054434
50000 1352.3829029916
50200 1309.83407088839
50400 1357.89065811815
50600 1339.1210213092
50800 1388.37812029172
51000 1282.4171490253
51200 1364.5431599471
51400 1353.11492226167
